flight_number,departure_airport,departure_time,arrival_airport,arrival_time
EK375,LAX,2024-07-21 00:13,AMS,2024-07-21 06:13
SQ578,HKG,2024-07-25 21:47,SIN,2024-07-26 01:47
EK871,HND,2024-08-13 16:24,FRA,2024-08-13 18:24
JL864,FRA,2024-08-01 05:07,HKG,2024-08-01 15:07
UA875,CTS,2024-07-30 10:00,JFK,2024-07-30 17:00
AF120,HKG,2024-08-04 00:13,NRT,2024-08-04 06:13
JL570,PVG,2024-08-13 18:47,KIX,2024-08-14 03:47
LH226,LAX,2024-07-20 03:17,PEK,2024-07-20 06:17
NH169,CDG,2024-08-16 17:49,CPH,2024-08-17 04:49
JL762,DEL,2024-08-10 07:46,DXB,2024-08-10 11:46
JL635,CTS,2024-08-19 03:22,ICN,2024-08-19 16:22
CX698,AMS,2024-08-07 17:40,CPH,2024-08-07 22:40
NH794,BKK,2024-08-19 22:41,AMS,2024-08-20 04:41
SK258,JFK,2024-08-04 15:30,KIX,2024-08-05 05:30
SK720,LAX,2024-08-11 22:12,NRT,2024-08-12 05:12
SK769,DXB,2024-08-10 16:31,HKG,2024-08-11 05:31
LH171,DXB,2024-07-23 02:43,DEL,2024-07-23 07:43
SK876,KUL,2024-07-24 18:00,PVG,2024-07-25 05:00
BA752,AMS,2024-08-02 10:42,PVG,2024-08-02 17:42
UA990,CDG,2024-08-01 02:44,HKG,2024-08-01 13:44
AF385,KUL,2024-08-10 22:41,CTS,2024-08-11 12:41
LH137,PVG,2024-08-19 06:53,KUL,2024-08-19 14:53
CX734,FRA,2024-08-07 23:20,LAX,2024-08-08 07:20
BA364,FRA,2024-08-02 06:14,PEK,2024-08-02 20:14
SK645,BKK,2024-08-18 20:08,JFK,2024-08-19 10:08
SQ310,AMS,2024-08-07 04:10,ICN,2024-08-07 08:10
UA855,LHR,2024-07-24 07:21,DEL,2024-07-24 18:21
CX187,CPH,2024-07-30 05:54,PEK,2024-07-30 10:54
AF505,FRA,2024-08-06 18:23,BKK,2024-08-06 22:23
LH855,PVG,2024-07-30 23:54,CTS,2024-07-31 10:54
AF645,CTS,2024-07-26 17:26,KUL,2024-07-27 08:26
CX508,LHR,2024-07-29 06:05,PVG,2024-07-29 20:05
EK682,PEK,2024-08-03 00:46,LAX,2024-08-03 15:46
SQ678,KUL,2024-07-28 05:40,LHR,2024-07-28 15:40
CX526,KIX,2024-08-02 05:22,DEL,2024-08-02 10:22
EK386,ICN,2024-07-20 14:29,KIX,2024-07-20 17:29
BA905,NRT,2024-07-23 14:27,KIX,2024-07-24 02:27
SK181,NRT,2024-08-06 09:05,HKG,2024-08-06 19:05
AF108,HND,2024-08-17 13:09,PVG,2024-08-18 04:09
AF868,DXB,2024-08-16 22:00,CPH,2024-08-17 13:00
AF219,CPH,2024-08-09 17:45,KUL,2024-08-10 00:45
CX524,HND,2024-08-11 22:34,NRT,2024-08-12 13:34
AF428,CDG,2024-08-14 07:43,JFK,2024-08-14 19:43
JL570,ICN,2024-08-13 02:20,CDG,2024-08-13 16:20
AF781,KUL,2024-07-26 11:22,CPH,2024-07-26 14:22
CX240,CTS,2024-08-09 06:30,PEK,2024-08-09 13:30
EK362,PVG,2024-07-20 13:59,KUL,2024-07-20 23:59
AF572,DXB,2024-07-28 01:17,JFK,2024-07-28 16:17
NH297,CTS,2024-08-08 07:42,BKK,2024-08-08 20:42
AF417,LAX,2024-08-19 12:01,SIN,2024-08-19 19:01
JL211,KIX,2024-08-09 12:05,PEK,2024-08-09 19:05
UA177,BKK,2024-08-05 05:07,JFK,2024-08-05 07:07
NH100,DXB,2024-08-18 06:15,CDG,2024-08-18 09:15
JL927,BKK,2024-08-11 01:35,AMS,2024-08-11 07:35
AF985,PEK,2024-07-26 04:01,SIN,2024-07-26 19:01
UA335,CTS,2024-08-02 18:10,SIN,2024-08-03 04:10
AF950,BKK,2024-08-01 18:48,CPH,2024-08-01 23:48
SQ132,CTS,2024-07-21 20:19,CDG,2024-07-22 07:19
JL162,SIN,2024-08-06 20:14,FRA,2024-08-07 07:14
SQ408,LHR,2024-08-04 08:25,PEK,2024-08-04 20:25
BA207,HKG,2024-08-09 16:01,ICN,2024-08-10 07:01
UA916,DEL,2024-08-06 19:46,PVG,2024-08-07 03:46
SK999,NRT,2024-08-13 11:48,HKG,2024-08-14 02:48
LH552,KUL,2024-08-14 12:36,PVG,2024-08-15 00:36
CX372,CTS,2024-08-03 21:27,DXB,2024-08-04 08:27
AF627,LAX,2024-07-31 21:26,KIX,2024-08-01 00:26
SK553,AMS,2024-08-19 10:15,HND,2024-08-19 19:15
BA283,KUL,2024-07-23 18:21,CPH,2024-07-23 22:21
SQ141,NRT,2024-07-31 05:51,LAX,2024-07-31 18:51
BA701,AMS,2024-07-25 13:05,SIN,2024-07-25 21:05
SK585,BKK,2024-08-17 20:17,HKG,2024-08-18 02:17
AF168,JFK,2024-08-15 21:13,KIX,2024-08-16 06:13
AF800,AMS,2024-07-25 18:21,CPH,2024-07-25 22:21
SQ999,CTS,2024-08-01 17:51,PVG,2024-08-02 06:51
NH669,KIX,2024-08-08 13:31,BKK,2024-08-08 15:31
AF506,BKK,2024-08-04 16:44,JFK,2024-08-05 02:44
UA595,CDG,2024-08-10 05:51,CTS,2024-08-10 18:51
BA912,CDG,2024-07-24 15:46,PVG,2024-07-24 20:46
BA419,KUL,2024-08-05 15:16,FRA,2024-08-06 03:16
EK770,FRA,2024-08-09 07:22,JFK,2024-08-09 21:22
NH160,JFK,2024-07-29 21:36,DXB,2024-07-30 10:36
SQ996,CDG,2024-08-06 19:23,CTS,2024-08-07 09:23
AF618,ICN,2024-08-12 01:51,DEL,2024-08-12 16:51
SK818,HND,2024-08-19 07:17,NRT,2024-08-19 11:17
BA515,ICN,2024-08-01 03:08,PEK,2024-08-01 12:08
BA838,HND,2024-08-18 00:45,DXB,2024-08-18 02:45
SQ963,FRA,2024-08-11 06:44,JFK,2024-08-11 15:44
SQ607,CTS,2024-07-21 07:14,CDG,2024-07-21 11:14
EK651,LAX,2024-08-08 06:15,KUL,2024-08-08 20:15
NH651,DEL,2024-07-21 20:21,CPH,2024-07-22 08:21
JL555,ICN,2024-07-29 20:23,DEL,2024-07-30 07:23
AF402,LAX,2024-08-19 07:10,BKK,2024-08-19 19:10
SQ660,HND,2024-08-07 05:58,CDG,2024-08-07 20:58
EK919,PVG,2024-08-17 03:35,NRT,2024-08-17 05:35
SQ943,KIX,2024-08-04 10:19,ICN,2024-08-04 22:19
BA935,CPH,2024-08-03 18:23,HKG,2024-08-03 23:23
JL949,CPH,2024-08-06 10:13,BKK,2024-08-06 14:13
JL147,PVG,2024-08-17 22:27,SIN,2024-08-18 13:27
BA186,FRA,2024-07-28 13:24,AMS,2024-07-28 21:24
JL968,ICN,2024-07-28 13:16,DEL,2024-07-28 16:16
BA524,CTS,2024-08-15 20:44,LAX,2024-08-16 07:44
SK358,BKK,2024-08-11 08:18,DEL,2024-08-11 13:18
AF882,JFK,2024-07-22 02:43,SIN,2024-07-22 09:43
SQ673,PEK,2024-08-14 16:59,PVG,2024-08-15 04:59
CX840,FRA,2024-08-06 11:44,DXB,2024-08-06 14:44
JL959,DXB,2024-08-10 21:02,KIX,2024-08-11 05:02
CX274,LHR,2024-08-16 05:56,HND,2024-08-16 19:56
CX398,PVG,2024-08-02 15:08,CPH,2024-08-03 00:08
AF359,PEK,2024-07-25 23:21,KUL,2024-07-26 02:21
LH212,KIX,2024-07-21 04:55,LAX,2024-07-21 08:55
AF941,ICN,2024-08-18 09:06,CPH,2024-08-18 14:06
BA137,BKK,2024-08-19 13:22,HND,2024-08-19 19:22
SQ630,AMS,2024-08-15 02:39,PVG,2024-08-15 09:39
SQ388,NRT,2024-08-07 13:37,FRA,2024-08-08 00:37
UA301,SIN,2024-08-08 09:03,HND,2024-08-08 23:03
JL125,LAX,2024-08-05 11:22,KIX,2024-08-05 15:22
SQ673,PEK,2024-08-10 16:47,NRT,2024-08-11 05:47
EK576,BKK,2024-08-11 03:48,NRT,2024-08-11 15:48
JL652,DEL,2024-08-09 05:39,CDG,2024-08-09 12:39
JL114,LAX,2024-08-04 09:16,ICN,2024-08-04 19:16
UA734,HKG,2024-07-22 23:47,ICN,2024-07-23 09:47
JL751,AMS,2024-07-26 07:23,KIX,2024-07-26 16:23
UA398,HKG,2024-08-11 19:52,PEK,2024-08-11 22:52
LH449,PEK,2024-08-12 12:39,BKK,2024-08-12 16:39
JL527,SIN,2024-08-07 06:48,NRT,2024-08-07 19:48
AF611,CDG,2024-07-21 13:13,CTS,2024-07-21 20:13
CX207,BKK,2024-08-01 01:45,CPH,2024-08-01 08:45
EK129,DEL,2024-08-13 00:29,DXB,2024-08-13 13:29
AF434,KIX,2024-07-30 05:00,NRT,2024-07-30 12:00
UA338,DXB,2024-08-15 04:43,KUL,2024-08-15 17:43
SQ263,SIN,2024-07-23 15:54,LHR,2024-07-23 17:54
BA546,CPH,2024-07-20 02:49,PEK,2024-07-20 05:49
SK171,HKG,2024-07-26 13:51,BKK,2024-07-26 23:51
UA455,CTS,2024-08-10 19:33,PVG,2024-08-10 22:33
NH469,JFK,2024-08-14 10:37,ICN,2024-08-14 16:37
EK302,SIN,2024-08-13 17:45,HND,2024-08-13 21:45
SQ402,HKG,2024-07-26 11:48,LAX,2024-07-26 17:48
JL666,PEK,2024-08-01 16:38,CTS,2024-08-02 06:38
JL557,CDG,2024-07-30 01:51,PEK,2024-07-30 13:51
CX364,BKK,2024-08-19 18:53,LAX,2024-08-20 04:53
SQ305,HND,2024-08-01 11:29,FRA,2024-08-01 23:29
SQ283,CPH,2024-08-15 14:50,DEL,2024-08-15 23:50
SK326,AMS,2024-07-29 01:34,CTS,2024-07-29 08:34
EK153,HND,2024-08-08 03:13,CPH,2024-08-08 13:13
BA574,DXB,2024-07-23 22:41,HND,2024-07-24 00:41
SQ497,SIN,2024-07-23 08:49,ICN,2024-07-23 18:49
NH496,FRA,2024-08-06 20:16,HND,2024-08-07 10:16
UA603,PEK,2024-08-14 18:13,HKG,2024-08-15 07:13
JL363,AMS,2024-08-08 08:00,PVG,2024-08-08 18:00
EK801,KIX,2024-07-28 19:33,PEK,2024-07-29 08:33
AF932,BKK,2024-08-15 14:08,HND,2024-08-16 05:08
AF486,LHR,2024-07-20 06:29,LAX,2024-07-20 12:29
LH971,FRA,2024-08-03 02:13,JFK,2024-08-03 16:13
UA656,CTS,2024-08-10 14:57,LAX,2024-08-11 02:57
CX818,PVG,2024-07-26 20:20,HND,2024-07-27 10:20
AF671,BKK,2024-08-13 14:16,KIX,2024-08-13 20:16
BA138,AMS,2024-07-25 10:47,FRA,2024-07-25 12:47
JL534,DXB,2024-07-24 17:15,KIX,2024-07-24 21:15
JL544,KUL,2024-07-30 22:46,HND,2024-07-31 06:46
LH855,PVG,2024-07-31 19:44,CPH,2024-08-01 09:44
JL122,LHR,2024-08-10 19:21,DEL,2024-08-10 22:21
LH850,CTS,2024-07-28 03:23,BKK,2024-07-28 12:23
BA535,KUL,2024-08-07 23:50,ICN,2024-08-08 07:50
SK308,JFK,2024-07-31 09:17,SIN,2024-07-31 17:17
AF343,DXB,2024-07-24 20:38,BKK,2024-07-25 08:38
SQ920,ICN,2024-07-23 19:00,CTS,2024-07-23 22:00
UA229,KIX,2024-08-17 04:08,FRA,2024-08-17 10:08
EK396,HND,2024-08-12 14:29,BKK,2024-08-12 23:29
EK996,CDG,2024-08-11 02:22,BKK,2024-08-11 14:22
EK676,HKG,2024-07-23 02:08,HND,2024-07-23 15:08
SQ480,NRT,2024-08-12 02:55,HKG,2024-08-12 14:55
LH360,CPH,2024-07-22 12:14,BKK,2024-07-22 22:14
LH322,CDG,2024-08-13 21:35,PVG,2024-08-14 01:35
AF253,KUL,2024-08-08 23:24,DXB,2024-08-09 11:24
EK483,CPH,2024-08-01 15:19,ICN,2024-08-02 02:19
BA419,FRA,2024-07-22 12:51,HND,2024-07-22 14:51
LH300,KUL,2024-08-19 02:50,PEK,2024-08-19 09:50
NH163,KIX,2024-07-31 01:19,JFK,2024-07-31 09:19
AF501,CPH,2024-08-12 00:38,LAX,2024-08-12 02:38
SK877,CPH,2024-08-18 14:29,CDG,2024-08-19 04:29
JL639,ICN,2024-08-17 09:40,DXB,2024-08-17 21:40
SQ784,KIX,2024-08-07 10:46,SIN,2024-08-07 14:46
JL909,CDG,2024-07-26 14:31,ICN,2024-07-26 18:31
AF710,KUL,2024-08-08 10:46,PVG,2024-08-08 23:46
AF413,HND,2024-07-29 00:26,PVG,2024-07-29 14:26
SQ553,JFK,2024-07-26 03:54,ICN,2024-07-26 10:54
JL629,CPH,2024-07-25 23:40,NRT,2024-07-26 12:40
JL775,CPH,2024-08-18 01:40,CTS,2024-08-18 14:40
CX408,SIN,2024-07-23 22:30,HKG,2024-07-24 10:30
JL303,DEL,2024-07-20 07:42,PEK,2024-07-20 09:42
NH313,KUL,2024-08-05 03:00,SIN,2024-08-05 06:00
SK332,KUL,2024-08-10 18:34,BKK,2024-08-10 23:34
NH568,HKG,2024-08-11 01:23,KUL,2024-08-11 05:23
UA185,FRA,2024-08-15 10:36,LHR,2024-08-15 20:36
EK556,FRA,2024-08-13 05:11,AMS,2024-08-13 17:11
UA719,LHR,2024-08-13 09:54,CPH,2024-08-13 19:54
BA989,AMS,2024-08-06 14:03,KIX,2024-08-06 18:03
JL651,FRA,2024-08-07 14:27,CTS,2024-08-08 02:27
AF707,JFK,2024-08-05 02:48,AMS,2024-08-05 12:48
JL523,LAX,2024-07-26 14:34,BKK,2024-07-26 22:34
EK160,PEK,2024-07-20 03:24,FRA,2024-07-20 06:24
BA388,LAX,2024-08-17 12:00,PEK,2024-08-17 16:00
UA802,CDG,2024-08-19 17:24,PVG,2024-08-20 08:24
EK248,CTS,2024-08-15 01:34,BKK,2024-08-15 11:34
EK182,PVG,2024-07-30 18:32,HND,2024-07-31 04:32
UA830,PEK,2024-08-08 06:34,DXB,2024-08-08 20:34
SQ977,ICN,2024-08-03 03:15,LAX,2024-08-03 10:15
JL219,CPH,2024-08-10 09:07,LHR,2024-08-10 22:07
UA968,LAX,2024-07-25 23:02,PEK,2024-07-26 04:02
CX577,SIN,2024-08-18 06:41,DXB,2024-08-18 09:41
BA592,PVG,2024-08-11 19:21,SIN,2024-08-11 22:21
AF764,KIX,2024-08-07 10:39,CTS,2024-08-07 13:39
EK107,HKG,2024-07-31 04:29,HND,2024-07-31 16:29
BA588,CDG,2024-08-17 10:14,SIN,2024-08-17 13:14
BA854,CDG,2024-08-03 06:03,HND,2024-08-03 20:03
CX271,HND,2024-07-31 01:17,CPH,2024-07-31 04:17
CX546,CDG,2024-08-10 12:11,HKG,2024-08-11 00:11
LH268,LAX,2024-08-03 14:20,CPH,2024-08-03 18:20
CX121,AMS,2024-07-26 12:31,SIN,2024-07-26 15:31
AF662,LAX,2024-08-07 07:31,PEK,2024-08-07 13:31
CX778,HND,2024-08-02 20:13,CTS,2024-08-03 07:13
CX248,JFK,2024-08-01 06:50,KUL,2024-08-01 13:50
LH409,ICN,2024-07-26 04:49,CTS,2024-07-26 18:49
AF285,BKK,2024-08-17 13:43,SIN,2024-08-17 17:43
CX615,CTS,2024-07-20 04:20,NRT,2024-07-20 11:20
CX475,LHR,2024-08-01 10:35,LAX,2024-08-01 15:35
CX971,LHR,2024-07-22 03:07,AMS,2024-07-22 07:07
AF557,SIN,2024-07-27 07:25,DEL,2024-07-27 15:25
BA416,PEK,2024-08-09 18:21,NRT,2024-08-09 20:21
EK199,PVG,2024-08-06 08:25,CDG,2024-08-06 18:25
AF568,KIX,2024-08-06 03:08,ICN,2024-08-06 11:08
SK210,LHR,2024-07-24 07:23,PEK,2024-07-24 21:23
CX759,BKK,2024-08-14 18:55,DXB,2024-08-15 06:55
SQ639,NRT,2024-07-21 01:37,KIX,2024-07-21 07:37
SK129,ICN,2024-07-30 23:51,PEK,2024-07-31 10:51
EK967,KIX,2024-08-17 17:18,CDG,2024-08-18 01:18
SQ390,KUL,2024-07-21 06:05,PEK,2024-07-21 19:05
SK990,LHR,2024-07-21 02:19,CPH,2024-07-21 11:19
CX133,DXB,2024-07-20 09:59,LHR,2024-07-21 00:59
NH765,ICN,2024-08-04 08:09,FRA,2024-08-04 19:09
NH757,ICN,2024-07-24 08:40,LHR,2024-07-24 17:40
UA332,AMS,2024-07-28 03:12,ICN,2024-07-28 13:12
EK701,CPH,2024-07-30 16:40,CTS,2024-07-31 01:40
EK219,HND,2024-08-14 00:50,CDG,2024-08-14 11:50
LH112,CDG,2024-08-06 01:02,CTS,2024-08-06 11:02
BA186,ICN,2024-07-24 04:19,JFK,2024-07-24 15:19
LH592,BKK,2024-07-27 02:47,LHR,2024-07-27 06:47
EK789,LAX,2024-07-30 16:11,KUL,2024-07-30 23:11
LH619,HND,2024-08-16 03:02,JFK,2024-08-16 17:02
SK347,KUL,2024-08-06 01:54,CTS,2024-08-06 06:54
EK143,LAX,2024-07-21 22:24,BKK,2024-07-22 13:24
CX880,PVG,2024-07-30 16:26,NRT,2024-07-30 19:26
SK754,CPH,2024-08-14 18:02,FRA,2024-08-14 21:02
SQ121,KIX,2024-08-01 05:44,BKK,2024-08-01 18:44
AF540,KUL,2024-08-15 20:59,CDG,2024-08-16 04:59
SQ180,AMS,2024-07-31 20:36,KIX,2024-08-01 07:36
SK895,KUL,2024-08-19 05:51,ICN,2024-08-19 15:51
LH273,CDG,2024-08-08 04:16,LAX,2024-08-08 18:16
JL587,BKK,2024-07-23 03:59,SIN,2024-07-23 13:59
BA613,PEK,2024-08-09 14:25,CTS,2024-08-10 03:25
JL948,KIX,2024-07-21 02:45,LAX,2024-07-21 04:45
SK218,CTS,2024-08-17 15:08,LHR,2024-08-18 05:08
SK149,CPH,2024-08-14 08:41,BKK,2024-08-14 10:41
LH159,NRT,2024-07-22 03:33,LHR,2024-07-22 07:33
BA730,BKK,2024-08-05 09:50,DXB,2024-08-06 00:50
UA110,CPH,2024-07-21 17:17,DEL,2024-07-21 23:17
LH376,FRA,2024-08-03 15:20,NRT,2024-08-04 06:20
LH929,LAX,2024-08-04 05:14,AMS,2024-08-04 14:14
AF215,KIX,2024-07-25 11:35,JFK,2024-07-26 00:35
UA786,NRT,2024-08-06 13:56,HKG,2024-08-06 17:56
BA126,KIX,2024-07-21 09:21,BKK,2024-07-21 14:21
JL494,KIX,2024-08-10 00:06,BKK,2024-08-10 04:06
SK225,ICN,2024-08-04 19:55,JFK,2024-08-04 22:55
SQ567,NRT,2024-08-04 13:04,HKG,2024-08-04 18:04
CX397,KIX,2024-08-01 07:30,AMS,2024-08-01 10:30
SK834,HKG,2024-07-21 00:20,PVG,2024-07-21 11:20
SQ696,KIX,2024-07-24 11:54,LHR,2024-07-25 02:54
JL240,DEL,2024-08-19 12:22,HKG,2024-08-19 19:22
SK450,FRA,2024-08-14 16:33,PVG,2024-08-14 22:33
LH405,PVG,2024-08-07 01:03,LAX,2024-08-07 06:03
AF411,LHR,2024-07-24 22:58,SIN,2024-07-25 12:58
UA374,KUL,2024-08-11 13:53,FRA,2024-08-11 15:53
SK110,NRT,2024-08-03 04:07,LAX,2024-08-03 12:07
NH805,DXB,2024-08-15 10:10,CTS,2024-08-16 01:10
NH474,PEK,2024-08-15 16:01,KIX,2024-08-15 23:01
UA237,BKK,2024-08-12 14:46,KIX,2024-08-13 04:46
AF285,SIN,2024-08-05 04:57,DXB,2024-08-05 18:57
LH131,CDG,2024-07-22 20:49,FRA,2024-07-22 22:49
AF625,LHR,2024-08-07 17:11,KUL,2024-08-08 03:11
BA809,CPH,2024-07-29 14:42,LAX,2024-07-29 16:42
UA901,AMS,2024-07-22 07:12,FRA,2024-07-22 14:12
EK185,FRA,2024-08-03 12:32,PVG,2024-08-03 18:32
LH246,BKK,2024-08-02 15:05,HKG,2024-08-02 21:05
BA321,DEL,2024-07-27 18:45,PEK,2024-07-28 02:45
SQ824,AMS,2024-07-20 12:10,CDG,2024-07-20 20:10
UA178,ICN,2024-08-18 19:41,CPH,2024-08-18 22:41
BA958,KUL,2024-07-29 03:40,FRA,2024-07-29 06:40
AF179,NRT,2024-07-28 03:43,CPH,2024-07-28 15:43
SQ881,PEK,2024-08-12 11:17,SIN,2024-08-12 16:17
NH921,CTS,2024-07-30 14:31,KUL,2024-07-30 23:31
NH302,PEK,2024-07-29 11:39,KIX,2024-07-29 18:39
NH543,NRT,2024-08-07 17:41,FRA,2024-08-07 23:41
CX503,PVG,2024-08-08 04:41,KUL,2024-08-08 17:41
SQ762,BKK,2024-08-03 22:16,DXB,2024-08-04 06:16
SK230,LHR,2024-07-30 13:12,DXB,2024-07-30 22:12
AF685,DXB,2024-08-06 03:46,PEK,2024-08-06 12:46
BA846,JFK,2024-08-06 08:45,KIX,2024-08-06 21:45
NH918,ICN,2024-08-17 22:26,KIX,2024-08-18 02:26
UA758,KIX,2024-08-09 23:37,HND,2024-08-10 14:37
BA607,PVG,2024-08-11 00:21,CDG,2024-08-11 13:21
UA930,SIN,2024-08-03 16:43,FRA,2024-08-04 03:43
AF336,DEL,2024-08-09 06:53,CDG,2024-08-09 14:53
CX308,LAX,2024-07-24 06:04,DEL,2024-07-24 18:04
LH170,CDG,2024-07-22 01:35,CTS,2024-07-22 07:35
JL312,PVG,2024-07-25 14:54,CTS,2024-07-26 01:54
NH651,CPH,2024-07-30 16:34,FRA,2024-07-31 02:34
CX873,AMS,2024-08-13 21:26,HND,2024-08-14 06:26
SQ769,LAX,2024-07-27 19:50,KUL,2024-07-28 10:50
EK671,HKG,2024-07-25 03:14,KIX,2024-07-25 18:14
SQ834,DXB,2024-07-31 05:04,JFK,2024-07-31 19:04
EK269,KIX,2024-07-31 19:17,JFK,2024-08-01 08:17
EK367,PEK,2024-07-26 02:58,CTS,2024-07-26 04:58
UA247,KIX,2024-08-06 13:38,CPH,2024-08-07 03:38
CX274,HKG,2024-07-23 06:46,CTS,2024-07-23 14:46
SQ192,AMS,2024-08-12 10:13,SIN,2024-08-12 21:13
SK729,ICN,2024-07-30 09:33,NRT,2024-07-31 00:33
EK932,SIN,2024-08-02 16:54,ICN,2024-08-03 02:54
LH472,DXB,2024-08-06 11:45,CTS,2024-08-06 21:45
NH888,LHR,2024-07-25 22:44,KUL,2024-07-26 08:44
SQ663,CDG,2024-08-10 11:58,LHR,2024-08-11 01:58
CX376,HKG,2024-08-05 07:10,PEK,2024-08-05 22:10
LH976,HND,2024-08-11 20:54,PVG,2024-08-12 02:54
EK922,FRA,2024-07-25 16:42,HND,2024-07-26 03:42
NH358,PVG,2024-08-15 13:11,CTS,2024-08-16 00:11
LH696,DXB,2024-08-11 01:35,KIX,2024-08-11 11:35
JL628,KUL,2024-08-09 03:49,SIN,2024-08-09 06:49
SK991,CTS,2024-08-16 06:23,HKG,2024-08-16 19:23
CX778,HND,2024-08-02 10:38,DEL,2024-08-03 01:38
JL986,PVG,2024-07-21 03:05,BKK,2024-07-21 06:05
CX915,CPH,2024-07-28 18:34,JFK,2024-07-28 20:34
UA694,LHR,2024-08-02 07:43,KIX,2024-08-02 14:43
EK416,LAX,2024-07-21 23:40,DEL,2024-07-22 11:40
BA363,CDG,2024-08-17 08:56,ICN,2024-08-17 23:56
UA766,HKG,2024-07-26 16:05,NRT,2024-07-26 19:05
BA207,LHR,2024-08-10 14:20,FRA,2024-08-10 18:20
AF434,LHR,2024-08-11 09:37,CTS,2024-08-11 22:37
BA243,LAX,2024-07-22 23:40,SIN,2024-07-23 05:40
AF513,KUL,2024-07-23 08:16,LHR,2024-07-23 19:16
BA290,ICN,2024-07-29 17:38,DXB,2024-07-29 19:38
CX475,PEK,2024-08-11 04:00,LAX,2024-08-11 13:00
AF986,LAX,2024-07-26 04:52,HKG,2024-07-26 09:52
AF591,LAX,2024-07-21 04:47,DXB,2024-07-21 17:47
NH229,DXB,2024-07-27 19:41,SIN,2024-07-28 07:41
JL753,AMS,2024-08-13 21:42,DEL,2024-08-14 03:42
EK380,PVG,2024-07-29 00:59,SIN,2024-07-29 15:59
CX714,FRA,2024-08-01 13:03,HND,2024-08-01 21:03
EK517,PEK,2024-08-08 03:32,JFK,2024-08-08 18:32
SK413,JFK,2024-08-18 17:13,CTS,2024-08-18 23:13
AF192,DXB,2024-07-23 23:45,HND,2024-07-24 14:45
BA508,KIX,2024-08-08 03:07,DXB,2024-08-08 17:07
EK183,DEL,2024-07-21 17:17,LHR,2024-07-21 22:17
CX432,PVG,2024-07-30 13:09,PEK,2024-07-31 01:09
AF481,PVG,2024-08-19 12:37,JFK,2024-08-19 16:37
JL505,DEL,2024-08-13 10:54,KIX,2024-08-13 20:54
UA422,FRA,2024-07-22 18:38,KUL,2024-07-23 08:38
SK196,DXB,2024-07-23 02:38,CPH,2024-07-23 04:38
NH149,LHR,2024-08-07 22:03,PEK,2024-08-08 10:03
NH708,CDG,2024-08-14 16:54,NRT,2024-08-15 06:54
JL554,SIN,2024-08-09 09:44,DEL,2024-08-09 22:44
UA695,PEK,2024-07-29 01:20,PVG,2024-07-29 05:20
NH957,AMS,2024-08-18 06:53,PEK,2024-08-18 18:53
SK811,DEL,2024-08-11 19:31,KIX,2024-08-12 05:31
CX955,DXB,2024-07-23 21:42,KIX,2024-07-24 03:42
UA802,JFK,2024-07-20 12:21,CDG,2024-07-20 17:21
CX853,HND,2024-07-31 09:20,PEK,2024-07-31 20:20
EK742,SIN,2024-07-31 23:53,KUL,2024-08-01 05:53
LH280,SIN,2024-07-26 17:14,FRA,2024-07-26 22:14
AF551,AMS,2024-07-27 07:34,DEL,2024-07-27 20:34
LH382,HND,2024-08-17 08:35,ICN,2024-08-17 11:35
CX935,CDG,2024-07-28 00:49,CPH,2024-07-28 09:49
JL732,CTS,2024-07-25 02:46,NRT,2024-07-25 06:46
BA342,DEL,2024-08-18 17:05,ICN,2024-08-19 05:05
JL294,CDG,2024-08-03 14:41,FRA,2024-08-03 16:41
BA895,JFK,2024-07-31 07:43,AMS,2024-07-31 10:43
SK908,LHR,2024-07-20 00:22,SIN,2024-07-20 08:22
JL830,NRT,2024-07-31 02:01,DEL,2024-07-31 07:01
SQ835,HND,2024-07-24 22:39,PVG,2024-07-25 05:39
SQ762,DXB,2024-08-12 00:53,NRT,2024-08-12 11:53
SK463,PEK,2024-07-29 06:41,HND,2024-07-29 13:41
SK344,ICN,2024-07-29 06:26,AMS,2024-07-29 15:26
SQ130,DEL,2024-08-14 15:55,CDG,2024-08-15 02:55
SK775,DXB,2024-07-20 15:34,NRT,2024-07-21 03:34
EK900,AMS,2024-08-07 06:11,JFK,2024-08-07 21:11
UA286,ICN,2024-08-07 19:39,LAX,2024-08-08 09:39
JL337,SIN,2024-07-24 06:48,LAX,2024-07-24 15:48
BA182,CTS,2024-07-21 12:04,LAX,2024-07-21 16:04
AF812,PEK,2024-07-29 10:10,AMS,2024-07-29 13:10
SQ310,CPH,2024-07-27 15:54,HKG,2024-07-28 03:54
UA276,DEL,2024-08-08 06:45,KUL,2024-08-08 17:45
NH547,KIX,2024-08-19 06:54,HND,2024-08-19 11:54
CX494,LAX,2024-08-12 02:10,CDG,2024-08-12 13:10
BA173,HND,2024-08-12 23:05,AMS,2024-08-13 08:05
CX612,KIX,2024-08-07 15:58,AMS,2024-08-08 04:58
JL844,CTS,2024-07-29 16:44,DEL,2024-07-30 06:44
UA418,KIX,2024-08-17 00:29,PVG,2024-08-17 13:29
SK250,PVG,2024-08-15 21:40,PEK,2024-08-16 11:40
CX779,LHR,2024-07-21 20:33,KUL,2024-07-22 00:33
BA881,LHR,2024-07-26 06:41,KIX,2024-07-26 19:41
CX603,HKG,2024-07-22 01:26,DXB,2024-07-22 03:26
CX857,KIX,2024-07-22 01:05,CDG,2024-07-22 11:05
